"X","admin_name","year","seed","U5_coverage","adult_coverage","severe_coverage","simday","duration"
497,"Nyanza-Lac",2021,1,0.468181818181818,0.268181818181819,0.818181818181818,0,-1
498,"Rumonge",2021,1,0.475,0.208333333333334,0.833333333333334,0,-1
499,"Rutana",2021,1,0.737974683544304,0.406075949367088,0.9,0,-1
500,"Ruyigi",2021,1,0.727906976744186,0.400930232558139,0.9,0,-1
501,"Rwibaga",2021,1,0.442857142857143,0.19047619047619,0.761904761904762,0,-1
502,"Ryansoro",2021,1,0.56875,0.319583333333334,0.9,0,-1
503,"Vumbi",2021,1,0.754545454545454,0.414545454545454,0.9,0,-1
504,"Zone Centre",2021,1,0.456896551724138,0.228448275862069,0.9,0,-1
505,"Zone Nord",2021,1,0.507692307692308,0.253846153846154,0.9,0,-1
506,"Zone Sud",2021,1,0.419354838709677,0.209677419354838,0.838709677419354,0,-1
967,"Bubanza",2021,2,0.7048,0.38912,0.9,0,-1
968,"Bugarama",2021,2,0.2269,0.0705,0.6,0,-1
969,"Buhiga",2021,2,0.7867,0.3815,0.9,0,-1
970,"Bururi",2021,2,0.4222,0.179,0.716,0,-1
971,"Busoni",2021,2,0.6967,0.38498,0.9,0,-1
972,"Butezi",2021,2,0.7003,0.38682,0.9,0,-1
973,"Buye",2021,2,0.7723,0.42362,0.9,0,-1
974,"Cankuzo",2021,2,0.8659,0.47146,0.9,0,-1
975,"Cibitoke",2021,2,0.6967,0.38498,0.9,0,-1
976,"Fota",2021,2,0.7084,0.338,0.9,0,-1
977,"Gahombo",2021,2,0.6886,0.327,0.9,0,-1
978,"Gashoho",2021,2,0.8326,0.45444,0.9,0,-1
979,"Gihofi",2021,2,0.6688,0.37072,0.9,0,-1
980,"Gitega",2021,2,0.6697,0.37118,0.9,0,-1
981,"Giteranyi",2021,2,0.847,0.4618,0.9,0,-1
982,"Isale",2021,2,0.4501,0.1945,0.778,0,-1
983,"Kabezi",2021,2,0.3988,0.166,0.664,0,-1
984,"Kayanza",2021,2,0.6859,0.3255,0.9,0,-1
985,"Kibumbu",2021,2,0.7624,0.368,0.9,0,-1
986,"Kibuye",2021,2,0.6877,0.38038,0.9,0,-1
987,"Kiganda",2021,2,0.5455,0.2475,0.9,0,-1
988,"Kinyinya",2021,2,0.7417,0.40798,0.9,0,-1
989,"Kiremba",2021,2,0.7093,0.39142,0.9,0,-1
990,"Kirundo",2021,2,0.7903,0.43282,0.9,0,-1
991,"Mabayi",2021,2,0.7993,0.43742,0.9,0,-1
992,"Makamba",2021,2,0.6004,0.33576,0.9,0,-1
993,"Matana",2021,2,0.3745,0.1525,0.61,0,-1
994,"Mpanda",2021,2,0.6463,0.35922,0.9,0,-1
995,"Mukenke",2021,2,0.8362,0.45628,0.9,0,-1
996,"Muramvya",2021,2,0.4375,0.1875,0.75,0,-1
997,"Murore",2021,2,0.7795,0.4273,0.9,0,-1
998,"Musema",2021,2,0.7372,0.354,0.9,0,-1
999,"Mutaho",2021,2,0.811,0.4434,0.9,0,-1
1000,"Muyinga",2021,2,0.7273,0.40062,0.9,0,-1
1001,"Ngozi",2021,2,0.8056,0.44064,0.9,0,-1
1002,"Nyabikere",2021,2,0.901,0.445,0.9,0,-1
1003,"Nyanza-Lac",2021,2,0.4699,0.26906,0.822,0,-1
1004,"Rumonge",2021,2,0.4348,0.186,0.744,0,-1
1005,"Rutana",2021,2,0.7282,0.40108,0.9,0,-1
1006,"Ruyigi",2021,2,0.7228,0.39832,0.9,0,-1
1007,"Rwibaga",2021,2,0.4303,0.1835,0.734,0,-1
1008,"Ryansoro",2021,2,0.6436,0.35784,0.9,0,-1
1009,"Vumbi",2021,2,0.7588,0.41672,0.9,0,-1
1010,"Zone Centre",2021,2,0.388,0.194,0.776,0,-1
1011,"Zone Nord",2021,2,0.487,0.2435,0.9,0,-1
1012,"Zone Sud",2021,2,0.331,0.1655,0.662,0,-1
1473,"Bubanza",2021,3,0.766,0.4204,0.9,0,-1
1474,"Bugarama",2021,3,0.2179,0.0655,0.6,0,-1
1475,"Buhiga",2021,3,0.7822,0.379,0.9,0,-1
1476,"Bururi",2021,3,0.3889,0.1605,0.642,0,-1
1477,"Busoni",2021,3,0.7435,0.4089,0.9,0,-1
1478,"Butezi",2021,3,0.5869,0.32886,0.9,0,-1
1479,"Buye",2021,3,0.7399,0.40706,0.9,0,-1
1480,"Cankuzo",2021,3,0.8425,0.4595,0.9,0,-1
1481,"Cibitoke",2021,3,0.6607,0.36658,0.9,0,-1
1482,"Fota",2021,3,0.7543,0.3635,0.9,0,-1
1483,"Gahombo",2021,3,0.7282,0.349,0.9,0,-1
1484,"Gashoho",2021,3,0.8389,0.45766,0.9,0,-1
1485,"Gihofi",2021,3,0.6652,0.36888,0.9,0,-1
1486,"Gitega",2021,3,0.631,0.3514,0.9,0,-1
1487,"Giteranyi",2021,3,0.8272,0.45168,0.9,0,-1
1488,"Isale",2021,3,0.4771,0.2095,0.838,0,-1
1489,"Kabezi",2021,3,0.3178,0.121,0.6,0,-1
1490,"Kayanza",2021,3,0.7021,0.3345,0.9,0,-1
1491,"Kibumbu",2021,3,0.748,0.36,0.9,0,-1
1492,"Kibuye",2021,3,0.7606,0.41764,0.9,0,-1
1493,"Kiganda",2021,3,0.5077,0.2265,0.9,0,-1
1494,"Kinyinya",2021,3,0.8191,0.44754,0.9,0,-1
1495,"Kiremba",2021,3,0.685,0.379,0.9,0,-1
1496,"Kirundo",2021,3,0.7831,0.42914,0.9,0,-1
1497,"Mabayi",2021,3,0.7318,0.40292,0.9,0,-1
1498,"Makamba",2021,3,0.5203,0.29482,0.9,0,-1
1499,"Matana",2021,3,0.3214,0.123,0.6,0,-1
1500,"Mpanda",2021,3,0.6346,0.35324,0.9,0,-1
1501,"Mukenke",2021,3,0.8974,0.48756,0.9,0,-1
1502,"Muramvya",2021,3,0.3619,0.1455,0.6,0,-1
1503,"Murore",2021,3,0.7372,0.40568,0.9,0,-1
1504,"Musema",2021,3,0.7885,0.3825,0.9,0,-1
1505,"Mutaho",2021,3,0.7966,0.43604,0.9,0,-1
1506,"Muyinga",2021,3,0.7507,0.41258,0.9,0,-1
1507,"Ngozi",2021,3,0.6526,0.36244,0.9,0,-1
1508,"Nyabikere",2021,3,0.8542,0.419,0.9,0,-1
1509,"Nyanza-Lac",2021,3,0.4312,0.24928,0.736,0,-1
1510,"Rumonge",2021,3,0.4726,0.207,0.828,0,-1
1511,"Rutana",2021,3,0.6598,0.36612,0.9,0,-1
1512,"Ruyigi",2021,3,0.6499,0.36106,0.9,0,-1
1513,"Rwibaga",2021,3,0.4375,0.1875,0.75,0,-1
1514,"Ryansoro",2021,3,0.6166,0.34404,0.9,0,-1
1515,"Vumbi",2021,3,0.7633,0.41902,0.9,0,-1
1516,"Zone Centre",2021,3,0.495,0.2475,0.9,0,-1
1517,"Zone Nord",2021,3,0.492,0.246,0.9,0,-1
1518,"Zone Sud",2021,3,0.354,0.177,0.708,0,-1
1979,"Bubanza",2021,4,0.7507,0.41258,0.9,0,-1
1980,"Bugarama",2021,4,0.1954,0.053,0.6,0,-1
1981,"Buhiga",2021,4,0.8011,0.3895,0.9,0,-1
1982,"Bururi",2021,4,0.3223,0.1235,0.6,0,-1
1983,"Busoni",2021,4,0.7237,0.39878,0.9,0,-1
1984,"Butezi",2021,4,0.7462,0.41028,0.9,0,-1
1985,"Buye",2021,4,0.7948,0.43512,0.9,0,-1
1986,"Cankuzo",2021,4,0.7858,0.43052,0.9,0,-1
1987,"Cibitoke",2021,4,0.7309,0.40246,0.9,0,-1
1988,"Fota",2021,4,0.5248,0.236,0.9,0,-1
1989,"Gahombo",2021,4,0.7633,0.3685,0.9,0,-1
1990,"Gashoho",2021,4,0.82,0.448,0.9,0,-1
1991,"Gihofi",2021,4,0.7534,0.41396,0.9,0,-1
1992,"Gitega",2021,4,0.6859,0.37946,0.9,0,-1
1993,"Giteranyi",2021,4,0.7948,0.43512,0.9,0,-1
1994,"Isale",2021,4,0.4366,0.187,0.748,0,-1
1995,"Kabezi",2021,4,0.3439,0.1355,0.6,0,-1
1996,"Kayanza",2021,4,0.7453,0.3585,0.9,0,-1
1997,"Kibumbu",2021,4,0.6778,0.321,0.9,0,-1
1998,"Kibuye",2021,4,0.7552,0.41488,0.9,0,-1
1999,"Kiganda",2021,4,0.613,0.285,0.9,0,-1
2000,"Kinyinya",2021,4,0.6463,0.35922,0.9,0,-1
2001,"Kiremba",2021,4,0.775,0.425,0.9,0,-1
2002,"Kirundo",2021,4,0.7426,0.40844,0.9,0,-1
2003,"Mabayi",2021,4,0.7804,0.42776,0.9,0,-1
2004,"Makamba",2021,4,0.604,0.3376,0.9,0,-1
2005,"Matana",2021,4,0.3772,0.154,0.616,0,-1
2006,"Mpanda",2021,4,0.6004,0.33576,0.9,0,-1
2007,"Mukenke",2021,4,0.8875,0.4825,0.9,0,-1
2008,"Muramvya",2021,4,0.4294,0.183,0.732,0,-1
2009,"Murore",2021,4,0.7336,0.40384,0.9,0,-1
2010,"Musema",2021,4,0.7831,0.3795,0.9,0,-1
2011,"Mutaho",2021,4,0.7723,0.42362,0.9,0,-1
2012,"Muyinga",2021,4,0.7237,0.39878,0.9,0,-1
2013,"Ngozi",2021,4,0.7489,0.41166,0.9,0,-1
2014,"Nyabikere",2021,4,0.8641,0.4245,0.9,0,-1
2015,"Nyanza-Lac",2021,4,0.5005,0.2847,0.89,0,-1
2016,"Rumonge",2021,4,0.4213,0.1785,0.714,0,-1
2017,"Rutana",2021,4,0.7696,0.42224,0.9,0,-1
2018,"Ruyigi",2021,4,0.6274,0.34956,0.9,0,-1
2019,"Rwibaga",2021,4,0.4087,0.1715,0.686,0,-1
2020,"Ryansoro",2021,4,0.5815,0.3261,0.9,0,-1
2021,"Vumbi",2021,4,0.7462,0.41028,0.9,0,-1
2022,"Zone Centre",2021,4,0.41,0.205,0.82,0,-1
2023,"Zone Nord",2021,4,0.416,0.208,0.832,0,-1
2024,"Zone Sud",2021,4,0.281,0.1405,0.6,0,-1
2485,"Bubanza",2021,5,0.6724,0.37256,0.9,0,-1
2486,"Bugarama",2021,5,0.2278,0.071,0.6,0,-1
2487,"Buhiga",2021,5,0.8245,0.4025,0.9,0,-1
2488,"Bururi",2021,5,0.3214,0.123,0.6,0,-1
2489,"Busoni",2021,5,0.7147,0.39418,0.9,0,-1
2490,"Butezi",2021,5,0.6265,0.3491,0.9,0,-1
2491,"Buye",2021,5,0.7516,0.41304,0.9,0,-1
2492,"Cankuzo",2021,5,0.7759,0.42546,0.9,0,-1
2493,"Cibitoke",2021,5,0.6877,0.38038,0.9,0,-1
2494,"Fota",2021,5,0.6454,0.303,0.9,0,-1
2495,"Gahombo",2021,5,0.7291,0.3495,0.9,0,-1
2496,"Gashoho",2021,5,0.8164,0.44616,0.9,0,-1
2497,"Gihofi",2021,5,0.6058,0.33852,0.9,0,-1
2498,"Gitega",2021,5,0.712,0.3928,0.9,0,-1
2499,"Giteranyi",2021,5,0.8344,0.45536,0.9,0,-1
2500,"Isale",2021,5,0.4222,0.179,0.716,0,-1
2501,"Kabezi",2021,5,0.3808,0.156,0.624,0,-1
2502,"Kayanza",2021,5,0.7174,0.343,0.9,0,-1
2503,"Kibumbu",2021,5,0.7498,0.361,0.9,0,-1
2504,"Kibuye",2021,5,0.7219,0.39786,0.9,0,-1
2505,"Kiganda",2021,5,0.5959,0.2755,0.9,0,-1
2506,"Kinyinya",2021,5,0.8281,0.45214,0.9,0,-1
2507,"Kiremba",2021,5,0.7309,0.40246,0.9,0,-1
2508,"Kirundo",2021,5,0.7678,0.42132,0.9,0,-1
2509,"Mabayi",2021,5,0.6913,0.38222,0.9,0,-1
2510,"Makamba",2021,5,0.6211,0.34634,0.9,0,-1
2511,"Matana",2021,5,0.3763,0.1535,0.614,0,-1
2512,"Mpanda",2021,5,0.658,0.3652,0.9,0,-1
2513,"Mukenke",2021,5,0.8578,0.46732,0.9,0,-1
2514,"Muramvya",2021,5,0.3277,0.1265,0.6,0,-1
2515,"Murore",2021,5,0.8092,0.44248,0.9,0,-1
2516,"Musema",2021,5,0.8146,0.397,0.9,0,-1
2517,"Mutaho",2021,5,0.8002,0.43788,0.9,0,-1
2518,"Muyinga",2021,5,0.6895,0.3813,0.9,0,-1
2519,"Ngozi",2021,5,0.7309,0.40246,0.9,0,-1
2520,"Nyabikere",2021,5,0.9145,0.4525,0.9,0,-1
2521,"Nyanza-Lac",2021,5,0.433,0.2502,0.74,0,-1
2522,"Rumonge",2021,5,0.4528,0.196,0.784,0,-1
2523,"Rutana",2021,5,0.6643,0.36842,0.9,0,-1
2524,"Ruyigi",2021,5,0.6283,0.35002,0.9,0,-1
2525,"Rwibaga",2021,5,0.4294,0.183,0.732,0,-1
2526,"Ryansoro",2021,5,0.5806,0.32564,0.9,0,-1
2527,"Vumbi",2021,5,0.7426,0.40844,0.9,0,-1
2528,"Zone Centre",2021,5,0.436,0.218,0.872,0,-1
2529,"Zone Nord",2021,5,0.476,0.238,0.9,0,-1
2530,"Zone Sud",2021,5,0.386,0.193,0.772,0,-1
2991,"Bubanza",2021,6,0.7804,0.42776,0.9,0,-1
2992,"Bugarama",2021,6,0.2557,0.0865,0.6,0,-1
2993,"Buhiga",2021,6,0.7408,0.356,0.9,0,-1
2994,"Bururi",2021,6,0.3034,0.113,0.6,0,-1
2995,"Busoni",2021,6,0.667,0.3698,0.9,0,-1
2996,"Butezi",2021,6,0.7075,0.3905,0.9,0,-1
2997,"Buye",2021,6,0.7579,0.41626,0.9,0,-1
2998,"Cankuzo",2021,6,0.7597,0.41718,0.9,0,-1
2999,"Cibitoke",2021,6,0.7021,0.38774,0.9,0,-1
3000,"Fota",2021,6,0.5491,0.2495,0.9,0,-1
3001,"Gahombo",2021,6,0.7435,0.3575,0.9,0,-1
3002,"Gashoho",2021,6,0.7633,0.41902,0.9,0,-1
3003,"Gihofi",2021,6,0.703,0.3882,0.9,0,-1
3004,"Gitega",2021,6,0.6526,0.36244,0.9,0,-1
3005,"Giteranyi",2021,6,0.7543,0.41442,0.9,0,-1
3006,"Isale",2021,6,0.3862,0.159,0.636,0,-1
3007,"Kabezi",2021,6,0.2656,0.092,0.6,0,-1
3008,"Kayanza",2021,6,0.7615,0.3675,0.9,0,-1
3009,"Kibumbu",2021,6,0.7507,0.3615,0.9,0,-1
3010,"Kibuye",2021,6,0.6967,0.38498,0.9,0,-1
3011,"Kiganda",2021,6,0.5455,0.2475,0.9,0,-1
3012,"Kinyinya",2021,6,0.7705,0.4227,0.9,0,-1
3013,"Kiremba",2021,6,0.6841,0.37854,0.9,0,-1
3014,"Kirundo",2021,6,0.766,0.4204,0.9,0,-1
3015,"Mabayi",2021,6,0.7822,0.42868,0.9,0,-1
3016,"Makamba",2021,6,0.6382,0.35508,0.9,0,-1
3017,"Matana",2021,6,0.4069,0.1705,0.682,0,-1
3018,"Mpanda",2021,6,0.6157,0.34358,0.9,0,-1
3019,"Mukenke",2021,6,0.856,0.4664,0.9,0,-1
3020,"Muramvya",2021,6,0.505,0.225,0.9,0,-1
3021,"Murore",2021,6,0.7498,0.41212,0.9,0,-1
3022,"Musema",2021,6,0.7129,0.3405,0.9,0,-1
3023,"Mutaho",2021,6,0.7723,0.42362,0.9,0,-1
3024,"Muyinga",2021,6,0.7732,0.42408,0.9,0,-1
3025,"Ngozi",2021,6,0.784,0.4296,0.9,0,-1
3026,"Nyabikere",2021,6,0.9253,0.4585,0.9,0,-1
3027,"Nyanza-Lac",2021,6,0.5626,0.31644,0.9,0,-1
3028,"Rumonge",2021,6,0.4555,0.1975,0.79,0,-1
3029,"Rutana",2021,6,0.7561,0.41534,0.9,0,-1
3030,"Ruyigi",2021,6,0.6877,0.38038,0.9,0,-1
3031,"Rwibaga",2021,6,0.469,0.205,0.82,0,-1
3032,"Ryansoro",2021,6,0.6211,0.34634,0.9,0,-1
3033,"Vumbi",2021,6,0.8047,0.44018,0.9,0,-1
3034,"Zone Centre",2021,6,0.427,0.2135,0.854,0,-1
3035,"Zone Nord",2021,6,0.461,0.2305,0.9,0,-1
3036,"Zone Sud",2021,6,0.538,0.269,0.9,0,-1
3497,"Bubanza",2021,7,0.7516,0.41304,0.9,0,-1
3498,"Bugarama",2021,7,0.2206,0.067,0.6,0,-1
3499,"Buhiga",2021,7,0.8209,0.4005,0.9,0,-1
3500,"Bururi",2021,7,0.28,0.1,0.6,0,-1
3501,"Busoni",2021,7,0.766,0.4204,0.9,0,-1
3502,"Butezi",2021,7,0.649,0.3606,0.9,0,-1
3503,"Buye",2021,7,0.7705,0.4227,0.9,0,-1
3504,"Cankuzo",2021,7,0.7939,0.43466,0.9,0,-1
3505,"Cibitoke",2021,7,0.6166,0.34404,0.9,0,-1
3506,"Fota",2021,7,0.6112,0.284,0.9,0,-1
3507,"Gahombo",2021,7,0.7768,0.376,0.9,0,-1
3508,"Gashoho",2021,7,0.856,0.4664,0.9,0,-1
3509,"Gihofi",2021,7,0.6427,0.35738,0.9,0,-1
3510,"Gitega",2021,7,0.6922,0.38268,0.9,0,-1
3511,"Giteranyi",2021,7,0.8065,0.4411,0.9,0,-1
3512,"Isale",2021,7,0.4474,0.193,0.772,0,-1
3513,"Kabezi",2021,7,0.343,0.135,0.6,0,-1
3514,"Kayanza",2021,7,0.6895,0.3275,0.9,0,-1
3515,"Kibumbu",2021,7,0.7048,0.336,0.9,0,-1
3516,"Kibuye",2021,7,0.8146,0.44524,0.9,0,-1
3517,"Kiganda",2021,7,0.5311,0.2395,0.9,0,-1
3518,"Kinyinya",2021,7,0.8416,0.45904,0.9,0,-1
3519,"Kiremba",2021,7,0.7543,0.41442,0.9,0,-1
3520,"Kirundo",2021,7,0.8128,0.44432,0.9,0,-1
3521,"Mabayi",2021,7,0.7201,0.39694,0.9,0,-1
3522,"Makamba",2021,7,0.5734,0.32196,0.9,0,-1
3523,"Matana",2021,7,0.3709,0.1505,0.602,0,-1
3524,"Mpanda",2021,7,0.5977,0.33438,0.9,0,-1
3525,"Mukenke",2021,7,0.8695,0.4733,0.9,0,-1
3526,"Muramvya",2021,7,0.4357,0.1865,0.746,0,-1
3527,"Murore",2021,7,0.7192,0.39648,0.9,0,-1
3528,"Musema",2021,7,0.7471,0.3595,0.9,0,-1
3529,"Mutaho",2021,7,0.8335,0.4549,0.9,0,-1
3530,"Muyinga",2021,7,0.7741,0.42454,0.9,0,-1
3531,"Ngozi",2021,7,0.7183,0.39602,0.9,0,-1
3532,"Nyabikere",2021,7,0.9226,0.457,0.9,0,-1
3533,"Nyanza-Lac",2021,7,0.4627,0.26538,0.806,0,-1
3534,"Rumonge",2021,7,0.4582,0.199,0.796,0,-1
3535,"Rutana",2021,7,0.7372,0.40568,0.9,0,-1
3536,"Ruyigi",2021,7,0.6463,0.35922,0.9,0,-1
3537,"Rwibaga",2021,7,0.3709,0.1505,0.602,0,-1
3538,"Ryansoro",2021,7,0.5842,0.32748,0.9,0,-1
3539,"Vumbi",2021,7,0.7462,0.41028,0.9,0,-1
3540,"Zone Centre",2021,7,0.46,0.23,0.9,0,-1
3541,"Zone Nord",2021,7,0.42,0.21,0.84,0,-1
3542,"Zone Sud",2021,7,0.302,0.151,0.604,0,-1
4003,"Bubanza",2021,8,0.721,0.3974,0.9,0,-1
4004,"Bugarama",2021,8,0.2656,0.092,0.6,0,-1
4005,"Buhiga",2021,8,0.7624,0.368,0.9,0,-1
4006,"Bururi",2021,8,0.2512,0.084,0.6,0,-1
4007,"Busoni",2021,8,0.8002,0.43788,0.9,0,-1
4008,"Butezi",2021,8,0.6562,0.36428,0.9,0,-1
4009,"Buye",2021,8,0.8002,0.43788,0.9,0,-1
4010,"Cankuzo",2021,8,0.8497,0.46318,0.9,0,-1
4011,"Cibitoke",2021,8,0.6751,0.37394,0.9,0,-1
4012,"Fota",2021,8,0.6553,0.3085,0.9,0,-1
4013,"Gahombo",2021,8,0.7714,0.373,0.9,0,-1
4014,"Gashoho",2021,8,0.8245,0.4503,0.9,0,-1
4015,"Gihofi",2021,8,0.73,0.402,0.9,0,-1
4016,"Gitega",2021,8,0.685,0.379,0.9,0,-1
4017,"Giteranyi",2021,8,0.811,0.4434,0.9,0,-1
4018,"Isale",2021,8,0.4357,0.1865,0.746,0,-1
4019,"Kabezi",2021,8,0.2854,0.103,0.6,0,-1
4020,"Kayanza",2021,8,0.6652,0.314,0.9,0,-1
4021,"Kibumbu",2021,8,0.7012,0.334,0.9,0,-1
4022,"Kibuye",2021,8,0.6958,0.38452,0.9,0,-1
4023,"Kiganda",2021,8,0.5824,0.268,0.9,0,-1
4024,"Kinyinya",2021,8,0.7912,0.43328,0.9,0,-1
4025,"Kiremba",2021,8,0.7813,0.42822,0.9,0,-1
4026,"Kirundo",2021,8,0.8362,0.45628,0.9,0,-1
4027,"Mabayi",2021,8,0.7381,0.40614,0.9,0,-1
4028,"Makamba",2021,8,0.5689,0.31966,0.9,0,-1
4029,"Matana",2021,8,0.4006,0.167,0.668,0,-1
4030,"Mpanda",2021,8,0.6247,0.34818,0.9,0,-1
4031,"Mukenke",2021,8,0.8695,0.4733,0.9,0,-1
4032,"Muramvya",2021,8,0.3943,0.1635,0.654,0,-1
4033,"Murore",2021,8,0.7336,0.40384,0.9,0,-1
4034,"Musema",2021,8,0.7228,0.346,0.9,0,-1
4035,"Mutaho",2021,8,0.7966,0.43604,0.9,0,-1
4036,"Muyinga",2021,8,0.7084,0.39096,0.9,0,-1
4037,"Ngozi",2021,8,0.6697,0.37118,0.9,0,-1
4038,"Nyabikere",2021,8,0.8803,0.4335,0.9,0,-1
4039,"Nyanza-Lac",2021,8,0.4267,0.24698,0.726,0,-1
4040,"Rumonge",2021,8,0.4816,0.212,0.848,0,-1
4041,"Rutana",2021,8,0.7264,0.40016,0.9,0,-1
4042,"Ruyigi",2021,8,0.7723,0.42362,0.9,0,-1
4043,"Rwibaga",2021,8,0.4105,0.1725,0.69,0,-1
4044,"Ryansoro",2021,8,0.6355,0.3537,0.9,0,-1
4045,"Vumbi",2021,8,0.7948,0.43512,0.9,0,-1
4046,"Zone Centre",2021,8,0.491,0.2455,0.9,0,-1
4047,"Zone Nord",2021,8,0.423,0.2115,0.846,0,-1
4048,"Zone Sud",2021,8,0.428,0.214,0.856,0,-1
4509,"Bubanza",2021,9,0.6787,0.37578,0.9,0,-1
4510,"Bugarama",2021,9,0.2494,0.083,0.6,0,-1
4511,"Buhiga",2021,9,0.7903,0.3835,0.9,0,-1
4512,"Bururi",2021,9,0.2818,0.101,0.6,0,-1
4513,"Busoni",2021,9,0.7318,0.40292,0.9,0,-1
4514,"Butezi",2021,9,0.6949,0.38406,0.9,0,-1
4515,"Buye",2021,9,0.7102,0.39188,0.9,0,-1
4516,"Cankuzo",2021,9,0.7489,0.41166,0.9,0,-1
4517,"Cibitoke",2021,9,0.7138,0.39372,0.9,0,-1
4518,"Fota",2021,9,0.6535,0.3075,0.9,0,-1
4519,"Gahombo",2021,9,0.7084,0.338,0.9,0,-1
4520,"Gashoho",2021,9,0.7426,0.40844,0.9,0,-1
4521,"Gihofi",2021,9,0.6823,0.37762,0.9,0,-1
4522,"Gitega",2021,9,0.7336,0.40384,0.9,0,-1
4523,"Giteranyi",2021,9,0.7885,0.4319,0.9,0,-1
4524,"Isale",2021,9,0.4924,0.218,0.872,0,-1
4525,"Kabezi",2021,9,0.3817,0.1565,0.626,0,-1
4526,"Kayanza",2021,9,0.6922,0.329,0.9,0,-1
4527,"Kibumbu",2021,9,0.6787,0.3215,0.9,0,-1
4528,"Kibuye",2021,9,0.7147,0.39418,0.9,0,-1
4529,"Kiganda",2021,9,0.5221,0.2345,0.9,0,-1
4530,"Kinyinya",2021,9,0.7435,0.4089,0.9,0,-1
4531,"Kiremba",2021,9,0.793,0.4342,0.9,0,-1
4532,"Kirundo",2021,9,0.7498,0.41212,0.9,0,-1
4533,"Mabayi",2021,9,0.712,0.3928,0.9,0,-1
4534,"Makamba",2021,9,0.5464,0.30816,0.9,0,-1
4535,"Matana",2021,9,0.4753,0.2085,0.834,0,-1
4536,"Mpanda",2021,9,0.6094,0.34036,0.9,0,-1
4537,"Mukenke",2021,9,0.9019,0.48986,0.9,0,-1
4538,"Muramvya",2021,9,0.3061,0.1145,0.6,0,-1
4539,"Murore",2021,9,0.7633,0.41902,0.9,0,-1
4540,"Musema",2021,9,0.8227,0.4015,0.9,0,-1
4541,"Mutaho",2021,9,0.7948,0.43512,0.9,0,-1
4542,"Muyinga",2021,9,0.6967,0.38498,0.9,0,-1
4543,"Ngozi",2021,9,0.7084,0.39096,0.9,0,-1
4544,"Nyabikere",2021,9,0.8605,0.4225,0.9,0,-1
4545,"Nyanza-Lac",2021,9,0.4969,0.28286,0.882,0,-1
4546,"Rumonge",2021,9,0.4564,0.198,0.792,0,-1
4547,"Rutana",2021,9,0.7075,0.3905,0.9,0,-1
4548,"Ruyigi",2021,9,0.7345,0.4043,0.9,0,-1
