"","admin_name","year","seed","IPTp_coverage","simday","duration"
"55","Cankuzo",2015,"1",0.197998975709687,1825,365
"56","Cankuzo",2016,"1",0.257462686567164,2190,365
"57","Cibitoke",2010,"1",0,0,365
"58","Cibitoke",2011,"1",0,365,365
"59","Cibitoke",2012,"1",0,730,365
"60","Cibitoke",2013,"1",0.0116071428571429,1095,365
"61","Cibitoke",2014,"1",0.0232142857142857,1460,365
"62","Cibitoke",2015,"1",0.0348214285714286,1825,365
"63","Cibitoke",2016,"1",0.0464285714285714,2190,365
"64","Fota",2010,"1",0,0,365
"65","Fota",2011,"1",0,365,365
"66","Fota",2012,"1",0,730,365
"67","Fota",2013,"1",0.0211864406779661,1095,365
"68","Fota",2014,"1",0.0423728813559322,1460,365
"69","Fota",2015,"1",0.0635593220338983,1825,365
"70","Fota",2016,"1",0.0847457627118644,2190,365
"71","Gahombo",2010,"1",0,0,365
"72","Gahombo",2011,"1",0,365,365
"73","Gahombo",2012,"1",0,730,365
"74","Gahombo",2013,"1",0.101785714285714,1095,365
"75","Gahombo",2014,"1",0.203571428571429,1460,365
"76","Gahombo",2015,"1",0.305357142857143,1825,365
"77","Gahombo",2016,"1",0.407142857142857,2190,365
"78","Gashoho",2010,"1",0,0,365
"79","Gashoho",2011,"1",0,365,365
"80","Gashoho",2012,"1",0,730,365
"81","Gashoho",2013,"1",0.102517985611511,1095,365
"82","Gashoho",2014,"1",0.205035971223022,1460,365
"83","Gashoho",2015,"1",0.307553956834532,1825,365
"84","Gashoho",2016,"1",0.410071942446043,2190,365
"85","Gihofi",2010,"1",0.00704225352112676,0,365
"86","Gihofi",2011,"1",0.00352112676056338,365,365
"87","Gihofi",2012,"1",0,730,365
"88","Gihofi",2013,"1",0.0662100456621005,1095,365
"89","Gihofi",2014,"1",0.132420091324201,1460,365
"90","Gihofi",2015,"1",0.198630136986301,1825,365
"91","Gihofi",2016,"1",0.264840182648402,2190,365
"92","Gitega",2010,"1",0.00980392156862745,0,365
"93","Gitega",2011,"1",0.00490196078431373,365,365
"94","Gitega",2012,"1",0,730,365
"95","Gitega",2013,"1",0.110148514851485,1095,365
"96","Gitega",2014,"1",0.22029702970297,1460,365
"97","Gitega",2015,"1",0.330445544554455,1825,365
"98","Gitega",2016,"1",0.440594059405941,2190,365
"99","Giteranyi",2010,"1",0,0,365
"100","Giteranyi",2011,"1",0,365,365
"101","Giteranyi",2012,"1",0,730,365
"102","Giteranyi",2013,"1",0.0767326732673267,1095,365
"103","Giteranyi",2014,"1",0.153465346534653,1460,365
"104","Giteranyi",2015,"1",0.23019801980198,1825,365
"105","Giteranyi",2016,"1",0.306930693069307,2190,365
"106","Isale",2010,"1",0,0,365
"107","Isale",2011,"1",0,365,365
"108","Isale",2012,"1",0,730,365
"109","Isale",2013,"1",0.0124434389140271,1095,365
"110","Isale",2014,"1",0.0248868778280543,1460,365
"111","Isale",2015,"1",0.0373303167420814,1825,365
"112","Isale",2016,"1",0.0497737556561086,2190,365
"113","Kabezi",2010,"1",0,0,365
"114","Kabezi",2011,"1",0,365,365
"115","Kabezi",2012,"1",0,730,365
"116","Kabezi",2013,"1",0.0173611111111111,1095,365
"117","Kabezi",2014,"1",0.0347222222222222,1460,365
"118","Kabezi",2015,"1",0.0520833333333333,1825,365
"119","Kabezi",2016,"1",0.0694444444444444,2190,365
"120","Kayanza",2010,"1",0,0,365
"121","Kayanza",2011,"1",0,365,365
"122","Kayanza",2012,"1",0,730,365
"123","Kayanza",2013,"1",0.0605022831050228,1095,365
"124","Kayanza",2014,"1",0.121004566210046,1460,365
"125","Kayanza",2015,"1",0.181506849315068,1825,365
"126","Kayanza",2016,"1",0.242009132420091,2190,365
"127","Kibumbu",2010,"1",0,0,365
"128","Kibumbu",2011,"1",0,365,365
"129","Kibumbu",2012,"1",0,730,365
"130","Kibumbu",2013,"1",0.0428240740740741,1095,365
"131","Kibumbu",2014,"1",0.0856481481481482,1460,365
"132","Kibumbu",2015,"1",0.128472222222222,1825,365
"133","Kibumbu",2016,"1",0.171296296296296,2190,365
"134","Kibuye",2010,"1",0,0,365
"135","Kibuye",2011,"1",0,365,365
"136","Kibuye",2012,"1",0,730,365
"137","Kibuye",2013,"1",0.112704918032787,1095,365
"138","Kibuye",2014,"1",0.225409836065574,1460,365
"139","Kibuye",2015,"1",0.338114754098361,1825,365
"140","Kibuye",2016,"1",0.450819672131148,2190,365
"141","Kiganda",2010,"1",0,0,365
"142","Kiganda",2011,"1",0,365,365
"143","Kiganda",2012,"1",0,730,365
"144","Kiganda",2013,"1",0.0386473429951691,1095,365
"145","Kiganda",2014,"1",0.0772946859903382,1460,365
"146","Kiganda",2015,"1",0.115942028985507,1825,365
"147","Kiganda",2016,"1",0.154589371980676,2190,365
"148","Kinyinya",2010,"1",0.00699300699300699,0,365
"149","Kinyinya",2011,"1",0.0034965034965035,365,365
"150","Kinyinya",2012,"1",0,730,365
"151","Kinyinya",2013,"1",0.0344827586206897,1095,365
"152","Kinyinya",2014,"1",0.0689655172413793,1460,365
"153","Kinyinya",2015,"1",0.103448275862069,1825,365
"154","Kinyinya",2016,"1",0.137931034482759,2190,365
"155","Kiremba",2010,"1",0,0,365
"156","Kiremba",2011,"1",0,365,365
"157","Kiremba",2012,"1",0,730,365
"158","Kiremba",2013,"1",0.0474137931034483,1095,365
"159","Kiremba",2014,"1",0.0948275862068965,1460,365
"160","Kiremba",2015,"1",0.142241379310345,1825,365
"161","Kiremba",2016,"1",0.189655172413793,2190,365
"162","Kirundo",2010,"1",0.00917431192660551,0,365
"163","Kirundo",2011,"1",0.00458715596330275,365,365
"164","Kirundo",2012,"1",0,730,365
"165","Kirundo",2013,"1",0.0635359116022099,1095,365
"166","Kirundo",2014,"1",0.12707182320442,1460,365
"167","Kirundo",2015,"1",0.19060773480663,1825,365
"168","Kirundo",2016,"1",0.25414364640884,2190,365
"169","Mabayi",2010,"1",0,0,365
"170","Mabayi",2011,"1",0,365,365
"171","Mabayi",2012,"1",0,730,365
"172","Mabayi",2013,"1",0.0209205020920502,1095,365
"173","Mabayi",2014,"1",0.0418410041841004,1460,365
"174","Mabayi",2015,"1",0.0627615062761506,1825,365
"175","Mabayi",2016,"1",0.0836820083682008,2190,365
"176","Makamba",2010,"1",0,0,365
"177","Makamba",2011,"1",0,365,365
"178","Makamba",2012,"1",0,730,365
"179","Makamba",2013,"1",0.0287610619469027,1095,365
"180","Makamba",2014,"1",0.0575221238938053,1460,365
"181","Makamba",2015,"1",0.086283185840708,1825,365
"182","Makamba",2016,"1",0.115044247787611,2190,365
"183","Matana",2010,"1",0,0,365
"184","Matana",2011,"1",0,365,365
"185","Matana",2012,"1",0,730,365
"186","Matana",2013,"1",0.0275330396475771,1095,365
"187","Matana",2014,"1",0.0550660792951542,1460,365
"188","Matana",2015,"1",0.0825991189427313,1825,365
"189","Matana",2016,"1",0.110132158590308,2190,365
"190","Mpanda",2010,"1",0,0,365
"191","Mpanda",2011,"1",0,365,365
"192","Mpanda",2012,"1",0,730,365
"193","Mpanda",2013,"1",0.00795454545454545,1095,365
"194","Mpanda",2014,"1",0.0159090909090909,1460,365
"195","Mpanda",2015,"1",0.0238636363636364,1825,365
"196","Mpanda",2016,"1",0.0318181818181818,2190,365
"197","Mukenke",2010,"1",0.0172413793103448,0,365
"198","Mukenke",2011,"1",0.00862068965517241,365,365
"199","Mukenke",2012,"1",0,730,365
"200","Mukenke",2013,"1",0.0529197080291971,1095,365
"201","Mukenke",2014,"1",0.105839416058394,1460,365
"202","Mukenke",2015,"1",0.158759124087591,1825,365
"203","Mukenke",2016,"1",0.211678832116788,2190,365
"204","Muramvya",2010,"1",0,0,365
"205","Muramvya",2011,"1",0,365,365
"206","Muramvya",2012,"1",0,730,365
"207","Muramvya",2013,"1",0.0189732142857143,1095,365
"208","Muramvya",2014,"1",0.0379464285714286,1460,365
"209","Muramvya",2015,"1",0.0569196428571428,1825,365
"210","Muramvya",2016,"1",0.0758928571428571,2190,365
"211","Murore",2010,"1",0,0,365
"212","Murore",2011,"1",0,365,365
"213","Murore",2012,"1",0,730,365
"214","Murore",2013,"1",0.0733173076923077,1095,365
"215","Murore",2014,"1",0.146634615384615,1460,365
"216","Murore",2015,"1",0.219951923076923,1825,365
"217","Murore",2016,"1",0.293269230769231,2190,365
"218","Musema",2010,"1",0,0,365
"219","Musema",2011,"1",0,365,365
"220","Musema",2012,"1",0,730,365
"221","Musema",2013,"1",0.0758620689655172,1095,365
"222","Musema",2014,"1",0.151724137931034,1460,365
"223","Musema",2015,"1",0.227586206896552,1825,365
"224","Musema",2016,"1",0.303448275862069,2190,365
"225","Mutaho",2010,"1",0,0,365
"226","Mutaho",2011,"1",0,365,365
"227","Mutaho",2012,"1",0,730,365
"228","Mutaho",2013,"1",0.1171875,1095,365
"229","Mutaho",2014,"1",0.234375,1460,365
"230","Mutaho",2015,"1",0.3515625,1825,365
"231","Mutaho",2016,"1",0.46875,2190,365
"232","Muyinga",2010,"1",0,0,365
"233","Muyinga",2011,"1",0,365,365
"234","Muyinga",2012,"1",0,730,365
"235","Muyinga",2013,"1",0.0669291338582677,1095,365
"236","Muyinga",2014,"1",0.133858267716535,1460,365
"237","Muyinga",2015,"1",0.200787401574803,1825,365
"238","Muyinga",2016,"1",0.267716535433071,2190,365
"239","Ngozi",2010,"1",0,0,365
"240","Ngozi",2011,"1",0.00632911392405063,365,365
"241","Ngozi",2012,"1",0.0126582278481013,730,365
"242","Ngozi",2013,"1",0.0654782268706319,1095,365
"243","Ngozi",2014,"1",0.118298225893163,1460,365
"244","Ngozi",2015,"1",0.171118224915693,1825,365
"245","Ngozi",2016,"1",0.223938223938224,2190,365
"246","Nyabikere",2010,"1",0,0,365
"247","Nyabikere",2011,"1",0,365,365
"248","Nyabikere",2012,"1",0,730,365
"249","Nyabikere",2013,"1",0.14622641509434,1095,365
"250","Nyabikere",2014,"1",0.292452830188679,1460,365
"251","Nyabikere",2015,"1",0.438679245283019,1825,365
"252","Nyabikere",2016,"1",0.584905660377358,2190,365
"253","Nyanza-Lac",2010,"1",0.0260869565217391,0,365
"254","Nyanza-Lac",2011,"1",0.0130434782608696,365,365
"255","Nyanza-Lac",2012,"1",0,730,365
"256","Nyanza-Lac",2013,"1",0.05,1095,365
"257","Nyanza-Lac",2014,"1",0.1,1460,365
"258","Nyanza-Lac",2015,"1",0.15,1825,365
"259","Nyanza-Lac",2016,"1",0.2,2190,365
"260","Rumonge",2010,"1",0.0350877192982456,0,365
"261","Rumonge",2011,"1",0.0175438596491228,365,365
"262","Rumonge",2012,"1",0,730,365
"263","Rumonge",2013,"1",0.0352112676056338,1095,365
"264","Rumonge",2014,"1",0.0704225352112676,1460,365
"265","Rumonge",2015,"1",0.105633802816901,1825,365
"266","Rumonge",2016,"1",0.140845070422535,2190,365
"267","Rutana",2010,"1",0,0,365
"268","Rutana",2011,"1",0,365,365
"269","Rutana",2012,"1",0,730,365
"270","Rutana",2013,"1",0.0475609756097561,1095,365
"271","Rutana",2014,"1",0.0951219512195122,1460,365
"272","Rutana",2015,"1",0.142682926829268,1825,365
"273","Rutana",2016,"1",0.190243902439024,2190,365
"274","Ruyigi",2010,"1",0,0,365
"275","Ruyigi",2011,"1",0,365,365
"276","Ruyigi",2012,"1",0,730,365
"277","Ruyigi",2013,"1",0.0435483870967742,1095,365
"278","Ruyigi",2014,"1",0.0870967741935484,1460,365
"279","Ruyigi",2015,"1",0.130645161290323,1825,365
"280","Ruyigi",2016,"1",0.174193548387097,2190,365
"281","Rwibaga",2010,"1",0,0,365
"282","Rwibaga",2011,"1",0,365,365
"283","Rwibaga",2012,"1",0,730,365
"284","Rwibaga",2013,"1",0.0197368421052632,1095,365
"285","Rwibaga",2014,"1",0.0394736842105263,1460,365
"286","Rwibaga",2015,"1",0.0592105263157895,1825,365
"287","Rwibaga",2016,"1",0.0789473684210526,2190,365
"288","Ryansoro",2010,"1",0,0,365
"289","Ryansoro",2011,"1",0,365,365
"290","Ryansoro",2012,"1",0,730,365
"291","Ryansoro",2013,"1",0.109550561797753,1095,365
"292","Ryansoro",2014,"1",0.219101123595506,1460,365
"293","Ryansoro",2015,"1",0.328651685393258,1825,365
"294","Ryansoro",2016,"1",0.438202247191011,2190,365
"295","Vumbi",2010,"1",0.0149253731343284,0,365
"296","Vumbi",2011,"1",0.00746268656716418,365,365
"297","Vumbi",2012,"1",0,730,365
"298","Vumbi",2013,"1",0.0738255033557047,1095,365
"299","Vumbi",2014,"1",0.147651006711409,1460,365
"300","Vumbi",2015,"1",0.221476510067114,1825,365
"301","Vumbi",2016,"1",0.295302013422819,2190,365
"302","Zone Centre",2010,"1",0.0102040816326531,0,365
"303","Zone Centre",2011,"1",0.00510204081632653,365,365
"304","Zone Centre",2012,"1",0,730,365
"305","Zone Centre",2013,"1",0.0172413793103448,1095,365
"306","Zone Centre",2014,"1",0.0344827586206897,1460,365
"307","Zone Centre",2015,"1",0.0517241379310345,1825,365
"308","Zone Centre",2016,"1",0.0689655172413793,2190,365
"309","Zone Nord",2010,"1",0,0,365
"310","Zone Nord",2011,"1",0,365,365
"311","Zone Nord",2012,"1",0,730,365
"312","Zone Nord",2013,"1",0.012987012987013,1095,365
"313","Zone Nord",2014,"1",0.025974025974026,1460,365
"314","Zone Nord",2015,"1",0.038961038961039,1825,365
"315","Zone Nord",2016,"1",0.051948051948052,2190,365
"316","Zone Sud",2010,"1",0,0,365
"317","Zone Sud",2011,"1",0,365,365
"318","Zone Sud",2012,"1",0,730,365
"319","Zone Sud",2013,"1",0.0163551401869159,1095,365
"320","Zone Sud",2014,"1",0.0327102803738318,1460,365
"321","Zone Sud",2015,"1",0.0490654205607477,1825,365
"322","Zone Sud",2016,"1",0.0654205607476635,2190,365
"323","Bubanza",2017,"1",0.0772200772200772,2555,365
"324","Bugarama",2017,"1",0.128048780487805,2555,365
"325","Buhiga",2017,"1",0.343373493975904,2555,365
"326","Bururi",2017,"1",0.09375,2555,365
"327","Busoni",2017,"1",0.236842105263158,2555,365
"328","Butezi",2017,"1",0.125,2555,365
"329","Buye",2017,"1",0.163120567375887,2555,365
"330","Cankuzo",2017,"1",0.257462686567164,2555,365
"331","Cibitoke",2017,"1",0.0464285714285714,2555,365
"332","Fota",2017,"1",0.0847457627118644,2555,365
"333","Gahombo",2017,"1",0.407142857142857,2555,365
"334","Gashoho",2017,"1",0.410071942446043,2555,365
"335","Gihofi",2017,"1",0.264840182648402,2555,365
"336","Gitega",2017,"1",0.440594059405941,2555,365
"337","Giteranyi",2017,"1",0.306930693069307,2555,365
"338","Isale",2017,"1",0.0497737556561086,2555,365
"339","Kabezi",2017,"1",0.0694444444444444,2555,365
"340","Kayanza",2017,"1",0.242009132420091,2555,365
"341","Kibumbu",2017,"1",0.171296296296296,2555,365
"342","Kibuye",2017,"1",0.450819672131148,2555,365
"343","Kiganda",2017,"1",0.154589371980676,2555,365
"344","Kinyinya",2017,"1",0.137931034482759,2555,365
"345","Kiremba",2017,"1",0.189655172413793,2555,365
"346","Kirundo",2017,"1",0.25414364640884,2555,365
"347","Mabayi",2017,"1",0.0836820083682008,2555,365
"348","Makamba",2017,"1",0.115044247787611,2555,365
"349","Matana",2017,"1",0.110132158590308,2555,365
"350","Mpanda",2017,"1",0.0318181818181818,2555,365
"351","Mukenke",2017,"1",0.211678832116788,2555,365
"352","Muramvya",2017,"1",0.0758928571428571,2555,365
"353","Murore",2017,"1",0.293269230769231,2555,365
"354","Musema",2017,"1",0.303448275862069,2555,365
"355","Mutaho",2017,"1",0.46875,2555,365
"356","Muyinga",2017,"1",0.267716535433071,2555,365
"357","Ngozi",2017,"1",0.223938223938224,2555,365
"358","Nyabikere",2017,"1",0.584905660377358,2555,365
"359","Nyanza-Lac",2017,"1",0.2,2555,365
"360","Rumonge",2017,"1",0.140845070422535,2555,365
"361","Rutana",2017,"1",0.190243902439024,2555,365
"362","Ruyigi",2017,"1",0.174193548387097,2555,365
"363","Rwibaga",2017,"1",0.0789473684210526,2555,365
"364","Ryansoro",2017,"1",0.438202247191011,2555,365
"365","Vumbi",2017,"1",0.295302013422819,2555,365
"366","Zone Centre",2017,"1",0.0689655172413793,2555,365
"367","Zone Nord",2017,"1",0.051948051948052,2555,365
"368","Zone Sud",2017,"1",0.0654205607476635,2555,365
"369","Bubanza",2018,"1",0.0772200772200772,2920,365
"370","Bugarama",2018,"1",0.128048780487805,2920,365
"371","Buhiga",2018,"1",0.343373493975904,2920,365
"372","Bururi",2018,"1",0.09375,2920,365
"373","Busoni",2018,"1",0.236842105263158,2920,365
"374","Butezi",2018,"1",0.125,2920,365
"375","Buye",2018,"1",0.163120567375887,2920,365
"376","Cankuzo",2018,"1",0.257462686567164,2920,365
"377","Cibitoke",2018,"1",0.0464285714285714,2920,365
"378","Fota",2018,"1",0.0847457627118644,2920,365
"379","Gahombo",2018,"1",0.407142857142857,2920,365
"380","Gashoho",2018,"1",0.410071942446043,2920,365
"381","Gihofi",2018,"1",0.264840182648402,2920,365
"382","Gitega",2018,"1",0.440594059405941,2920,365
"383","Giteranyi",2018,"1",0.306930693069307,2920,365
"384","Isale",2018,"1",0.0497737556561086,2920,365
"385","Kabezi",2018,"1",0.0694444444444444,2920,365
"386","Kayanza",2018,"1",0.242009132420091,2920,365
"387","Kibumbu",2018,"1",0.171296296296296,2920,365
"388","Kibuye",2018,"1",0.450819672131148,2920,365
"389","Kiganda",2018,"1",0.154589371980676,2920,365
"390","Kinyinya",2018,"1",0.137931034482759,2920,365
"391","Kiremba",2018,"1",0.189655172413793,2920,365
"392","Kirundo",2018,"1",0.25414364640884,2920,365
"393","Mabayi",2018,"1",0.0836820083682008,2920,365
"394","Makamba",2018,"1",0.115044247787611,2920,365
"395","Matana",2018,"1",0.110132158590308,2920,365
"396","Mpanda",2018,"1",0.0318181818181818,2920,365
"397","Mukenke",2018,"1",0.211678832116788,2920,365
"398","Muramvya",2018,"1",0.0758928571428571,2920,365
"399","Murore",2018,"1",0.293269230769231,2920,365
"400","Musema",2018,"1",0.303448275862069,2920,365
"401","Mutaho",2018,"1",0.46875,2920,365
"402","Muyinga",2018,"1",0.267716535433071,2920,365
"403","Ngozi",2018,"1",0.223938223938224,2920,365
"404","Nyabikere",2018,"1",0.584905660377358,2920,365
"405","Nyanza-Lac",2018,"1",0.2,2920,365
"406","Rumonge",2018,"1",0.140845070422535,2920,365
"407","Rutana",2018,"1",0.190243902439024,2920,365
"408","Ruyigi",2018,"1",0.174193548387097,2920,365
"409","Rwibaga",2018,"1",0.0789473684210526,2920,365
"410","Ryansoro",2018,"1",0.438202247191011,2920,365
"411","Vumbi",2018,"1",0.295302013422819,2920,365
"412","Zone Centre",2018,"1",0.0689655172413793,2920,365
"413","Zone Nord",2018,"1",0.051948051948052,2920,365
"414","Zone Sud",2018,"1",0.0654205607476635,2920,365
"415","Bubanza",2019,"1",0.0772200772200772,3285,365
"416","Bugarama",2019,"1",0.128048780487805,3285,365
"417","Buhiga",2019,"1",0.343373493975904,3285,365
"418","Bururi",2019,"1",0.09375,3285,365
"419","Busoni",2019,"1",0.236842105263158,3285,365
"420","Butezi",2019,"1",0.125,3285,365
"421","Buye",2019,"1",0.163120567375887,3285,365
"422","Cankuzo",2019,"1",0.257462686567164,3285,365
"423","Cibitoke",2019,"1",0.0464285714285714,3285,365
"424","Fota",2019,"1",0.0847457627118644,3285,365
"425","Gahombo",2019,"1",0.407142857142857,3285,365
"426","Gashoho",2019,"1",0.410071942446043,3285,365
"427","Gihofi",2019,"1",0.264840182648402,3285,365
"428","Gitega",2019,"1",0.440594059405941,3285,365
"429","Giteranyi",2019,"1",0.306930693069307,3285,365
"430","Isale",2019,"1",0.0497737556561086,3285,365
"431","Kabezi",2019,"1",0.0694444444444444,3285,365
"432","Kayanza",2019,"1",0.242009132420091,3285,365
"433","Kibumbu",2019,"1",0.171296296296296,3285,365
"434","Kibuye",2019,"1",0.450819672131148,3285,365
"435","Kiganda",2019,"1",0.154589371980676,3285,365
"436","Kinyinya",2019,"1",0.137931034482759,3285,365
"437","Kiremba",2019,"1",0.189655172413793,3285,365
"438","Kirundo",2019,"1",0.25414364640884,3285,365
"439","Mabayi",2019,"1",0.0836820083682008,3285,365
"440","Makamba",2019,"1",0.115044247787611,3285,365
"441","Matana",2019,"1",0.110132158590308,3285,365
"442","Mpanda",2019,"1",0.0318181818181818,3285,365
"443","Mukenke",2019,"1",0.211678832116788,3285,365
"444","Muramvya",2019,"1",0.0758928571428571,3285,365
"445","Murore",2019,"1",0.293269230769231,3285,365
"446","Musema",2019,"1",0.303448275862069,3285,365
"447","Mutaho",2019,"1",0.46875,3285,365
"448","Muyinga",2019,"1",0.267716535433071,3285,365
"449","Ngozi",2019,"1",0.223938223938224,3285,365
"450","Nyabikere",2019,"1",0.584905660377358,3285,365
"451","Nyanza-Lac",2019,"1",0.2,3285,365
"452","Rumonge",2019,"1",0.140845070422535,3285,365
"453","Rutana",2019,"1",0.190243902439024,3285,365
"454","Ruyigi",2019,"1",0.174193548387097,3285,365
"455","Rwibaga",2019,"1",0.0789473684210526,3285,365
"456","Ryansoro",2019,"1",0.438202247191011,3285,365
"457","Vumbi",2019,"1",0.295302013422819,3285,365
"458","Zone Centre",2019,"1",0.0689655172413793,3285,365
"459","Zone Nord",2019,"1",0.051948051948052,3285,365
"460","Zone Sud",2019,"1",0.0654205607476635,3285,365
"461","Bubanza",2020,"1",0.0772200772200772,3650,365
"462","Bugarama",2020,"1",0.128048780487805,3650,365
"463","Buhiga",2020,"1",0.343373493975904,3650,365
"464","Bururi",2020,"1",0.09375,3650,365
"465","Busoni",2020,"1",0.236842105263158,3650,365
"466","Butezi",2020,"1",0.125,3650,365
"467","Buye",2020,"1",0.163120567375887,3650,365
"468","Cankuzo",2020,"1",0.257462686567164,3650,365
"469","Cibitoke",2020,"1",0.0464285714285714,3650,365
"470","Fota",2020,"1",0.0847457627118644,3650,365
"471","Gahombo",2020,"1",0.407142857142857,3650,365
"472","Gashoho",2020,"1",0.410071942446043,3650,365
"473","Gihofi",2020,"1",0.264840182648402,3650,365
"474","Gitega",2020,"1",0.440594059405941,3650,365
"475","Giteranyi",2020,"1",0.306930693069307,3650,365
"476","Isale",2020,"1",0.0497737556561086,3650,365
"477","Kabezi",2020,"1",0.0694444444444444,3650,365
"478","Kayanza",2020,"1",0.242009132420091,3650,365
"479","Kibumbu",2020,"1",0.171296296296296,3650,365
"480","Kibuye",2020,"1",0.450819672131148,3650,365
"481","Kiganda",2020,"1",0.154589371980676,3650,365
"482","Kinyinya",2020,"1",0.137931034482759,3650,365
"483","Kiremba",2020,"1",0.189655172413793,3650,365
"484","Kirundo",2020,"1",0.25414364640884,3650,365
"485","Mabayi",2020,"1",0.0836820083682008,3650,365
"486","Makamba",2020,"1",0.115044247787611,3650,365
"487","Matana",2020,"1",0.110132158590308,3650,365
"488","Mpanda",2020,"1",0.0318181818181818,3650,365
"489","Mukenke",2020,"1",0.211678832116788,3650,365
"490","Muramvya",2020,"1",0.0758928571428571,3650,365
"491","Murore",2020,"1",0.293269230769231,3650,365
"492","Musema",2020,"1",0.303448275862069,3650,365
"493","Mutaho",2020,"1",0.46875,3650,365
"494","Muyinga",2020,"1",0.267716535433071,3650,365
"495","Ngozi",2020,"1",0.223938223938224,3650,365
"496","Nyabikere",2020,"1",0.584905660377358,3650,365
"497","Nyanza-Lac",2020,"1",0.2,3650,365
"498","Rumonge",2020,"1",0.140845070422535,3650,365
"499","Rutana",2020,"1",0.190243902439024,3650,365
"500","Ruyigi",2020,"1",0.174193548387097,3650,365
"501","Rwibaga",2020,"1",0.0789473684210526,3650,365
"502","Ryansoro",2020,"1",0.438202247191011,3650,365
"503","Vumbi",2020,"1",0.295302013422819,3650,365
"504","Zone Centre",2020,"1",0.0689655172413793,3650,365
"505","Zone Nord",2020,"1",0.051948051948052,3650,365
"506","Zone Sud",2020,"1",0.0654205607476635,3650,365
"507","Bubanza",2010,"2",0,0,365
"508","Bubanza",2011,"2",0.0035,365,365
"509","Bubanza",2012,"2",0.007,730,365
"510","Bubanza",2013,"2",0.029,1095,365
"511","Bubanza",2014,"2",0.051,1460,365
"512","Bubanza",2015,"2",0.073,1825,365
"513","Bubanza",2016,"2",0.095,2190,365
"514","Bugarama",2010,"2",0.027,0,365
"515","Bugarama",2011,"2",0.032,365,365
"516","Bugarama",2012,"2",0.037,730,365
"517","Bugarama",2013,"2",0.0565,1095,365
"518","Bugarama",2014,"2",0.076,1460,365
"519","Bugarama",2015,"2",0.0955,1825,365
"520","Bugarama",2016,"2",0.115,2190,365
"521","Buhiga",2010,"2",0.001,0,365
"522","Buhiga",2011,"2",0.012,365,365
"523","Buhiga",2012,"2",0.023,730,365
"524","Buhiga",2013,"2",0.10025,1095,365
"525","Buhiga",2014,"2",0.1775,1460,365
"526","Buhiga",2015,"2",0.25475,1825,365
"527","Buhiga",2016,"2",0.332,2190,365
"528","Bururi",2010,"2",0.032,0,365
"529","Bururi",2011,"2",0.0375,365,365
"530","Bururi",2012,"2",0.043,730,365
